,CHIR,control,seed,cTnT,expID,wellNum,DN_HistogramMode_5,DN_HistogramMode_10,CO_f1ecac,CO_FirstMin_ac,CO_HistogramAMI_even_2_5,CO_trev_1_num,MD_hrv_classic_pnn40,SB_BinaryStats_mean_longstretch1,SB_TransitionMatrix_3ac_sumdiagcov,PD_PeriodicityWang_th0_01,CO_Embed2_Dist_tau_d_expfit_meandiff,IN_AutoMutualInfoStats_40_gaussian_fmmi,FC_LocalSimple_mean1_tauresrat,DN_OutlierInclude_p_001_mdrmd,DN_OutlierInclude_n_001_mdrmd,SP_Summaries_welch_rect_area_5_1,SB_BinaryStats_diff_longstretch0,SB_MotifThree_quantile_hh,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,SP_Summaries_welch_rect_centroid,FC_LocalSimple_mean3_stderr
0,14,0,25,,10,H10,1.1302721461397776,1.2823016618492729,80.0,209.0,1.412131510521215,-3.814329518182089e-07,0.0,251.0,0.04000000000000001,0.0,20.426377519194983,40.0,0.9732142857142857,-0.2295373665480427,0.45017793594306044,0.9964152912964601,175.0,1.1516338628297276,0.1956521739130435,0.6086956521739131,0.012271846303085938,0.030764882955355212
1,13,0,25,,10,G10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
2,12,0,25,,10,F10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
3,11,0,25,,10,E10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
4,10,0,25,,10,D10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
5,9,0,25,,10,C10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
6,8,0,25,,10,B10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
7,7,0,25,,10,A10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
8,14,0,25,,10,H9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
9,13,0,25,,10,G9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
10,12,0,25,,10,F9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
11,11,0,25,,10,E9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
12,10,0,25,,10,D9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
13,9,0,25,,10,C9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
14,8,0,25,,10,B9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
15,7,0,25,,10,A9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
16,14,0,15,,10,H4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
17,13,0,15,,10,G4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
18,12,0,15,,10,F4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
19,11,0,15,,10,E4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
20,10,0,15,,10,D4,-0.1722026991130624,-0.36464426791265325,69.0,185.0,1.3603471262928752,2.2487552071171135e-06,0.0,215.0,0.08000000000000002,0.0,19.863041197604396,40.0,1.1414141414141414,-0.2704626334519573,-0.8843416370106761,0.9943375625835693,185.0,1.1516338628297276,0.15217391304347827,0.8260869565217391,0.01840776945462891,0.029304187732874746
21,9,0,15,,10,C4,0.7847841101927799,0.9601108115366095,76.0,256.0,1.2907575383268537,1.6485850914700518e-06,0.0,318.0,0.0625,0.0,23.382190356708197,40.0,1.5609756097560976,-0.05871886120996439,-0.8078291814946619,0.9909018957962737,299.0,1.1430121884802706,0.21739130434782608,0.8260869565217391,0.012271846303085938,0.025901925632618835
22,8,0,15,,10,B4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
23,7,0,15,,10,A4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
24,14,0,15,,10,H3,0.870237375493859,1.0292112462498642,78.0,253.0,1.3730471947645941,-1.2807612373600962e-07,0.0,314.0,0.0625,0.0,28.39739112287331,40.0,1.564516129032258,0.03202846975088969,-0.7686832740213523,0.9914880047195723,266.0,1.1430121884802706,0.1956521739130435,0.8695652173913043,0.012271846303085938,0.024718360956881572
25,13,0,15,,10,G3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
26,12,0,15,,10,F3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
27,11,0,15,,10,E3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
28,10,0,15,,10,D3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
29,9,0,15,,10,C3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
30,8,0,15,,10,B3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
31,7,0,15,,10,A3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
