,CHIR,control,seed,cTnT,expID,wellNum,DN_HistogramMode_5,DN_HistogramMode_10,CO_f1ecac,CO_FirstMin_ac,CO_HistogramAMI_even_2_5,CO_trev_1_num,MD_hrv_classic_pnn40,SB_BinaryStats_mean_longstretch1,SB_TransitionMatrix_3ac_sumdiagcov,PD_PeriodicityWang_th0_01,CO_Embed2_Dist_tau_d_expfit_meandiff,IN_AutoMutualInfoStats_40_gaussian_fmmi,FC_LocalSimple_mean1_tauresrat,DN_OutlierInclude_p_001_mdrmd,DN_OutlierInclude_n_001_mdrmd,SP_Summaries_welch_rect_area_5_1,SB_BinaryStats_diff_longstretch0,SB_MotifThree_quantile_hh,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,SP_Summaries_welch_rect_centroid,FC_LocalSimple_mean3_stderr
0,14,0,25,,10,H10,0.8903826409138862,1.0588201191940272,79.0,249.0,1.3676720616281237,6.976115842325923e-07,0.0,312.0,0.0625,0.0,26.4731578014325,40.0,1.5564516129032258,-0.03202846975088969,-0.7855871886120996,0.9914474226773891,300.0,1.1430121884802706,0.1956521739130435,0.8478260869565217,0.012271846303085938,0.024780273231599804
1,13,0,25,,10,G10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
2,12,0,25,,10,F10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
3,11,0,25,,10,E10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
4,10,0,25,,10,D10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
5,9,0,25,,10,C10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
6,8,0,25,,10,B10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
7,7,0,25,,10,A10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
8,14,0,25,,10,H9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
9,13,0,25,,10,G9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
10,12,0,25,,10,F9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
11,11,0,25,,10,E9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
12,10,0,25,,10,D9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
13,9,0,25,,10,C9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
14,8,0,25,,10,B9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
15,7,0,25,,10,A9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
16,14,0,15,,10,H4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
17,13,0,15,,10,G4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
18,12,0,15,,10,F4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
19,11,0,15,,10,E4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
20,10,0,15,,10,D4,0.9471737634629325,1.0994264211787623,81.0,249.0,1.403967591316457,1.2289558707081455e-07,0.0,305.0,0.0625,0.0,28.37794816577642,40.0,1.4758064516129032,-0.030249110320284656,0.7170818505338078,0.9930022411232605,299.0,1.1430121884802706,0.1956521739130435,0.8260869565217391,0.012271846303085938,0.023504718335178504
21,9,0,15,,10,C4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
22,8,0,15,,10,B4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
23,7,0,15,,10,A4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
24,14,0,15,,10,H3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
25,13,0,15,,10,G3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
26,12,0,15,,10,F3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
27,11,0,15,,10,E3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
28,10,0,15,,10,D3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
29,9,0,15,,10,C3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
30,8,0,15,,10,B3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
31,7,0,15,,10,A3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
